ASV	Phylum	Class	Order	Family	Genus	Species	Confidence	1003_Wk1	1003_Wk2	1003_Wk3	1003_Wk4	1003_Wk5	1003_Wk6	1003_Wk7	1003_Wk8	1003_Wk9	1004_Wk1	1004_Wk2	1004_Wk3	1004_Wk4	1004_Wk5	1004_Wk6	1004_Wk7	1004_Wk8	1004_Wk9	1005_Wk1	1005_Wk2	1005_Wk3	1005_Wk4	1005_Wk5	1005_Wk6	1005_Wk7	1005_Wk8	1005_Wk9	PCR_NEG	Wk1_Blank	Wk1_Control	Wk2_Control	Wk3_Blank	Wk3_Control	Wk4_1003Parallel	Wk4_1004Parallel	Wk4_1005Parallel	Wk4_Blank	Wk5_1003Parallel	Wk5_1004Parallel	Wk5_1005Parallel	Wk5_FieldBlank	Wk6_1003Parallel	Wk6_1004Parallel	Wk6_1005Parallel	Wk6_FieldBlank	Wk7_1003Parallel	Wk7_1004Parallel	Wk7_1005Parallel	Wk7_FieldBlank	Wk8_1003Parallel	Wk8_1004Parallel	Wk8_1005Parallel	Wk8_FieldBlank	Wk9_1003Parallel	Wk9_1004Parallel	Wk9_FieldBlank	XN_1	XN_2	XN_3
027c4980217ec54fff854c1588f05def	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis		0.990914298259503	0	0	0	0	0	0	0	0	3058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8f1ae4e27f0d1abb83b9fe2fdc51c98	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Myoxocephalus		0.835939145898304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4db5428e97e0b5ba2c9f83b1f19df956	 p__Chordata	 Mammalia	 Primates	 Hominidae	 Homo	sapiens	0.999324038185927	0	0	0	0	0	0	2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0942b6c7edee59dd8e22e567dea5e6d2	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.996515419388617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e87ae650f1c4c266ba5027f5850135f8	 p__Chordata	 Actinopteri	 Gadiformes	 Gadidae	 Melanogrammus	aeglefinus	0.949109382788288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0	0	0	0	0	0	0	0	0	0
c29f757a85c7c6de0c97756088fcf510	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Anoplarchus		0.999534633156286	0	0	0	0	9	0	48	0	7	286	428	305	0	96	0	129	0	0	0	0	0	170	32	65	0	0	0	79	0	141	144	0	0	0	0	0	0	20	46	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83524528f8bd5e08ab56b84a69886514	 p__Chordata	 Mammalia	 Primates	 Hominidae	 Homo	sapiens	0.999712571715643	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac299e5e86735f12502ab12287e27329	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.992998344170307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b189e417627d898b6e477d1df634f9d8	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus		0.906524934873294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	125	61	0	233	238	249	234	156	0	333	0	89	0	0	0
7b0f1209dc0252f77c0dee6751eec1e5	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Xiphister	mucosus	0.866283652441684	0	0	0	15	0	33	49	66	0	0	27	0	0	109	0	112	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	290	252	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458
7e9a704863bd8c4a81f02a926499b300	 p__Chordata	 Mammalia	 Artiodactyla	 Bovidae	 Bos	taurus	0.999830750067873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60b91c79dc7ff82887799b29d70e641c	 p__Chordata	 Actinopteri	 Anguilliformes	 Anguillidae	 Anguilla	bicolor pacifica	0.991756032111923	0	0	0	0	0	0	0	0	0	0	0	0	0	379	167	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	159	303	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
7cac3fd6e6d382c1aba3ad0b7bf4b83f	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Artedius	fenestralis	0.99999974529948	0	0	0	13	0	41	140	130	0	0	313	268	0	23	404	250	9	8	0	0	0	0	12	4	0	0	0	0	0	57	0	0	0	0	0	0	20	0	39	0	0	0	0	0	0	0	0	8	11	0	10	0	0	0	5	0	0	0	0
1882ab866c3b89dad3ae3d014791415f	 p__Chordata	 Actinopteri	 Perciformes	 Gasterosteidae	 Gasterosteus	nipponicus	0.798559701382755	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	214	472	310	0	0	40	0	0	243	93	0	0	0	0	0	0	0	0	0	72	0	0	0	38	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
125cf2ef4d5df2e36b3935d7417c5ad5	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Ascelichthys	rhodorus	0.999874414323884	0	0	0	0	0	233	512	555	0	6	0	0	0	0	66	57	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	49	29	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc918e28c0e5a84b7b75501da303f36b	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.997721519853506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37a82feda1e062b695c41590816e8808	 p__Chordata	 Actinopteri	 Euteleosteomorpha	 Embiotocidae	 Cymatogaster	aggregata	0.999990544249654	0	992	0	17	0	0	40	0	0	0	0	0	0	0	0	11	0	3	0	6	0	0	0	0	0	0	0	57	47	33	40	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	4	0	0	0
aacc7914e08769d603efe3cca026d622	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.998319718038867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37c46c38ec72f57a367cf157c22b9b7f	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus	clarkii	0.985242111192576	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	110	110	66	0	0	0	14	0	93	0	0	0	0	0	167	205	243	0	0	0	0	0	0	11	23	37	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
0572adb9b78e5935fa021b19c37f2371	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Oligocottus	maculosus	0.999920934752739	0	0	0	118	0	0	170	113	0	100	7	29	0	242	149	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	76	73	10	0	0	16	0	0	0	3	6	0	0	3	0	0	0	0	0	0	0	0	0
ad1636e972e3910a1f03aa7642dc3c80	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.998559471414203	0	0	0	0	75	43	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	72	0	145	0	0	0	0	0	418	90	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82d197a201524ad70dba9581c6b0b2eb	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus	kisutch	0.988899819775214	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	85	7	56	244	0	0	0	15	132	179	151	8	11	0	0	0	18	0	25	18	0	0	0	16	0	0	0	0	0	0	0	34	0	23	11	0
972a64d72b310475e7f7d03fd88f16e6	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Enophrys	bison	0.990702826773443	0	0	0	0	0	30	108	21	0	0	0	0	0	202	0	102	0	0	0	0	0	0	162	76	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	181
a887b2f7fcd44b54c767a72ef1fdb3bd	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis		0.998014051117627	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9563941ce4db4b5a15c57819f4945451	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus		0.819049259150896	0	0	0	0	25	41	57	31	36	48	30	37	0	0	0	0	0	86	146	214	0	0	0	0	0	0	46	0	20	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
736beb065b3632b774c90a2c0526f507	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis		0.998245561583726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	448	21	321	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
03fbdff3efca35fa823e06a6f1826174	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.991924105296812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5bb3a7553a3e0729147c89e464b29d3	 p__Chordata	 Actinopteri	 Labriformes	 Labridae	 Tautogolabrus	adspersus	0.991118615827007	0	0	0	0	89	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	90	401	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
093cbb97253cb6ed3ff426ac2bcaa5cb	 p__Chordata	 Actinopteri	 Gadiformes	 Gadidae	 Gadus		0.99997705818447	0	0	0	0	0	0	282	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9b47d9aaed6209f3c81278d71ce4c7b	 p__Chordata	 Actinopteri	 Perciformes	 Aulorhynchidae	 Aulorhynchus	flavidus	0.999999887960221	0	0	0	0	0	48	37	0	5	162	186	255	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de327441dc701f7b47d65ca1f6faf87c	 p__Chordata	 Actinopteri	 Perciformes	 Sebastidae	 Sebastes	cheni	0.714652753326798	0	0	0	0	0	0	0	0	601	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc4aa16810635452d278a21b350bbc5a	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Salvelinus		0.834568168015879	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
086c7e2e2de4106da172400808b482a6	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae			0.999999999163249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	20	0	42	26	48	60	0	0	54	0	0	0	0	0
2df02d4373b31365cd5fb2ac65a71227	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae			0.999999999995664	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
f74beb87d2cbc1dfd6fa6f7b34c24561	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Salvelinus	curilus	0.907138069500768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	172	204	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0761814ef1395e674c12f4e0d7e5deb9	 p__Chordata	 Actinopteri	 Labriformes	 Labridae	 Tautogolabrus	adspersus	0.988385845235015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ef40f271eb6251d04e861e6a7c719b8	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger	brachysoma	0.885629822300693	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	65	0	0	0	0	0	184	54	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d375a714bebfff2179e8faf6c395da4c	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Myoxocephalus	polyacanthocephalus	0.960800966437679	0	0	0	0	0	25	133	54	0	0	57	0	0	128	0	49	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299048dc7270729c57ca559454cfecc4	 p__Chordata	 Actinopteri	 Gadiformes	 Gadidae	 Gadus		0.999977125895499	0	0	178	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
e38aeb7c0494fe9e8c3ad33c1d6381c7	 p__Chordata	 Actinopteri	 Perciformes	 Sebastidae	 Sebastes		0.758587464993591	0	0	0	0	0	0	0	0	0	0	31	108	0	125	50	0	0	0	0	0	0	0	0	0	10	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
e9406f1727803eb4e6bd5857f8bdaf7a	 p__Chordata	 Actinopteri	 Anguilliformes	 Anguillidae	 Anguilla	bicolor pacifica	0.981127251805622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0
a9fd6fca151879171c192acacbfcbf5c	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Taurocottus	bergii	0.837662564865208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	144	36	45	0	0	0	0	0	58	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8f361a0bbb3e88b7b0dccf60aa569d3	 p__Chordata	 Actinopteri	 Perciformes	 Hexagrammidae	 Hexagrammos	agrammus	0.729205619744175	0	0	0	0	0	10	0	32	0	0	0	0	0	270	0	10	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be9e0b4caa3eb3711633461cdb60174a	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus		0.875319045279641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	48	49	0	0	0	0	0	0	0	0	0	0	0	22	0	45	43	42	0	49	0	40	0	0	0	0	0
6d1dcac39452895eb5b41957b4d95f0a	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.997256734010535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dd39e84ee62caff0b6567f3e47ba73d	 p__Chordata	 Actinopteri	 Perciformes	 Hexagrammidae	 Hexagrammos		0.814791125812624	0	0	0	0	0	0	157	50	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	25	0	16	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
4bdde1b9c9143c5bbc037c1c914945d1	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis	ornata	0.963931371113863	0	0	0	0	0	49	0	41	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcf5ede977bcff7850e6718a18b1c32	 p__Chordata	 Aves	 Anseriformes	 Anatidae	 Anas	zonorhyncha	0.99999998444153	0	0	0	5	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f63bfe2979c541aef7b75e7a83685d73	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.998277476346647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71666ca80d4b3ee68256be273c240e76	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.992904030075399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97b93e9b064588821249286464782ffa	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Artedius	harringtoni	0.999999672309212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8908dd490fac683f9dc514a34d73e609	 p__Chordata	 Actinopteri	 Perciformes				0.999999995630908	0	0	0	0	0	0	51	50	0	0	19	0	0	0	72	22	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30201c79d8ff9fb2bb377052a93f7143	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Salvelinus		0.759356201121828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d669564a4474a68763018b50e95e155	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Lumpenus	sagitta	0.903098458891517	0	0	0	0	0	0	86	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282ea87d691b16e07f1a996d4904c65f	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.994138317268339	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acb5819c8abfde4d7ab43742dbf3c9a9	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Icelinus	borealis	0.999995197219954	0	0	0	0	0	82	125	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c2c5e318efa4599536a03b053d4fdaf9	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Sardinops	melanostictus	0.999998518663321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	26	54	62	33	6	0	19	0	0	0	0	0
e2b5ac591d1f890ba70dc0cfa277e71e	 p__Chordata	 Mammalia	 Primates	 Hominidae	 Homo	sapiens	0.998645834481536	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3b3844ac25bd6f7b608958a69f79919	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae			0.999999999985618	0	0	0	0	0	16	59	0	0	55	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0
eeaf4b039ff01357f8082814100de117	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Artedius	lateralis	0.999998707007802	0	0	0	0	0	0	21	0	0	0	19	13	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4fb35d136a6e3fc82b9310d842f73a36	 p__Chordata	 Actinopteri	 Labriformes	 Labridae	 Tautogolabrus	adspersus	0.979222326826853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c311cbec10718ed55f3b8d1903ead4a	 p__Chordata	 Actinopteri	 Gobiiformes	 Gobiidae	 Lepidogobius	lepidus	0.999999953990682	0	0	0	0	0	0	0	45	0	0	75	20	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
