ASV	Phylum	Class	Order	Family	Genus	Species	Confidence	1003_Wk1	1003_Wk2	1003_Wk3	1003_Wk4	1003_Wk5	1003_Wk6	1003_Wk7	1003_Wk8	1003_Wk9	1004_Wk1	1004_Wk2	1004_Wk3	1004_Wk4	1004_Wk5	1004_Wk6	1004_Wk7	1004_Wk8	1004_Wk9	1005_Wk1	1005_Wk2	1005_Wk3	1005_Wk4	1005_Wk5	1005_Wk6	1005_Wk7	1005_Wk8	1005_Wk9	PCR_NEG	Wk1_Blank	Wk1_Control	Wk2_Control	Wk3_Blank	Wk3_Control	Wk4_1003Parallel	Wk4_1004Parallel	Wk4_1005Parallel	Wk4_Blank	Wk5_1003Parallel	Wk5_1004Parallel	Wk5_1005Parallel	Wk5_FieldBlank	Wk6_1003Parallel	Wk6_1004Parallel	Wk6_1005Parallel	Wk6_FieldBlank	Wk7_1003Parallel	Wk7_1004Parallel	Wk7_1005Parallel	Wk7_FieldBlank	Wk8_1003Parallel	Wk8_1004Parallel	Wk8_1005Parallel	Wk8_FieldBlank	Wk9_1003Parallel	Wk9_1004Parallel	Wk9_FieldBlank	XN_1	XN_2	XN_3
84560bb9bb8794ff3c3894c5931a0a02	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Scorpaenichthys	marmoratus	0.863869787062051	0	0	0	0	0	48	80	15	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849437fe5a55c2f83fb6944b362d7d98	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis	ornata	0.89439194084277	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f12d9fa02952b0c4bd9e829ec60f3f0	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis		0.998041689511291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0
05d57a59b23e55814fa4a24c14392160	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.998609642570067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
0a8189b55915a29c99b7bd43ece4c2f5	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae			0.999999998890431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b7278eea35362c7b291b09060f89f8b	 p__Chordata	 Actinopteri	 Uranoscopiformes	 Ammodytidae	 Ammodytes		0.99999999561322	0	0	0	8	0	0	0	96	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02f225060afc1c3d958453508ddf900b	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.970991455018467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0
ab75d69e8919838f7f5c299feebbc6c9	 p__Chordata	 Actinopteri	 Perciformes	 Sebastidae	 Sebastes		0.945062034203405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e23dcdf9660fe6d488615c33a7f51c92	 p__Chordata	 Actinopteri	 Perciformes				0.999999989144112	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c391fc1854ff67ce06c6f1016bbb3e9	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Artedius	lateralis	0.999979980797547	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95dc2d418d7fe02dacc8ae64b219e167	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Sardinops	melanostictus	0.999998490086714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	28	0	17	24	0	0	21	0	0	0	0	0
6241d16741acafb2d7ec938872fb7283	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae			0.709680617515399	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	37	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a20bf3aa83de91ec0e54d40f5eb5077b	 p__Chordata	 Aves	 Passeriformes	 Corvidae	 Corvus	macrorhynchos	0.9915740649861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472c6324b211045b1a58d2ec0db21c5d	 p__Chordata	 Actinopteri	 Blenniiformes				0.964562228337411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
483509c26a44cbd1b365c6be13b9074c	 p__Chordata	 Actinopteri	 Perciformes	 Liparidae	 Polypera	greeni	0.999995019618435	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f1bc341be31fb0a7e87df410823f63e	 p__Chordata						1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	14	13	0	40	0	0	0	0	0
235e5d8bcb57fc094f989cead0dbd467	 p__Chordata	 Actinopteri	 Blenniiformes	 Gobiesocidae	 Gobiesox	maeandricus	0.999999999908226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
67cbbfb4b41f46e51aeb2b71aa2a790d	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Sardinops	melanostictus	0.999998400220776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61276be96c899296d37fa61bececb902	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Cottus	beldingii	0.800217695375301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f80d79be57d052cb3053cd4e76aa05a6	 p__Chordata	 Actinopteri	 Syngnathiformes	 Syngnathidae	 Syngnathus	leptorhynchus	0.999999999795747	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	6	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461158f7d69054f44ff1f46f1eebcc53	 p__Chordata	 Actinopteri	 Myctophiformes	 Myctophidae	 Diaphus	theta	0.999999001586205	0	0	56	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337e6407802e0ca3c66a75529d71a70d	 p__Chordata	 Actinopteri	 Gobiiformes	 Gobiidae	 Clevelandia	ios	0.999999989542033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b86cf6b3d0491aae37ec90742c9649e	 p__Chordata	 Actinopteri	 Perciformes	 Liparidae	 Liparis	cyclopus	0.999872494458505	0	0	0	0	0	0	0	0	0	0	11	0	0	31	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
147ba784f9bec539c95ed4c758bd6821	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.99453907762006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baaeff9bb05e595fab82117fcbfe20f0	 p__Chordata	 Actinopteri	 Perciformes	 Pholidae	 Pholis	ornata	0.863088171247184	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95624c4b9ef3577cac9af388d9db16c6	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Xiphister		0.970225293770662	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15dafcc14e740c03cd30274d3344c5cb	 p__Chordata	 Actinopteri	 Perciformes	 Agonidae	 Nautichthys	oculofasciatus	0.999991029841867	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e8d3e6e7f01947a58ac3cc9aca60a2c	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Triglops	pingelii	0.999991393265963	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adc1e1c939b44ddaa4c6f2a05b64080a	 p__Chordata	 Actinopteri	 Perciformes	 Cryptacanthodidae	 Cryptacanthodes	giganteus	0.789840168025243	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60fc6397f35a2404a66e5ae7d79fa869	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae			0.969544947488478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e2b3c333dd4977f92c8f2e0d6ad9d4ab	 p__Chordata	 Actinopteri	 Perciformes				0.999997235933114	0	0	0	0	0	7	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6edc88f63b197ecbe1e4dcb2f4ae98c1	 p__Chordata	 Mammalia	 Primates	 Hominidae	 Homo	sapiens	0.999775102284156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c70ede60f2cf48d00c31db7c07ecc2e	 p__Chordata	 Actinopteri					0.704583051360838	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	7	0	0	0	0	0	0	0	0
37808a4e4e3a5c4ca9821bb3c2a1348e	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger		0.998309897045414	0	0	0	0	0	15	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e0130fbb9830ef635e40c7d0cb11b9f	 p__Chordata	 Actinopteri	 Perciformes	 Agonidae	 Bathyagonus		0.861894475500954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e1e843ca740e60e2e8a0a4577239966	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Anoplarchus		0.998954299495925	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
582f73306664fa78af4d8dc8d5750496	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Cottus	beldingii	0.89134018407372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705d124a49c055170eb87b197dec3f26	 p__Chordata	 Actinopteri	 Perciformes	 Agonidae	 Blepsias	cirrhosus	0.968369191965694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e90ed8e93ac72f870318822e2cd09d17	 p__Chordata	 Actinopteri	 Perciformes	 Gasterosteidae	 Gasterosteus		0.902830336884298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
8f9b4d277ca201a72728f4695877ebe2	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Salvelinus		0.999632954572603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1b9bcd92dde94850370f5384bdf66f9	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Clupea	pallasii	0.999999999558398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ece106fa5eaa83f047b27df93666857d	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae			0.999911410514439	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9b3d185f5714957b88f06acf8deac14	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Cottus		0.999864997948872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69c4c82ecc95757b9c832ce97d645a15	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Cottus		0.999978289765302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
3ba9bfc1371873e05edeef193c84929c	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Oligocottus	maculosus	0.999916511401322	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866200d00eb39df10997d9b5feabb0c3	 p__Chordata	 Mammalia	 Artiodactyla	 Cervidae	 Rangifer	tarandus	0.796460744721804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7eeace7a90bb2fcb9a0c8fc3547231b4	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Oligocottus	maculosus	0.976867265075436	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53604bb36613c0218f87ee29b7314e7f	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Oncorhynchus		0.765340017164803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
23777ed6508ca72dd2549bd9ec93275d	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae			0.999999999960986	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e63583e6427382d723dbc8ee26f05e60	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae			0.999999999912209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a754db05ad456c7cad0fff0da5a1fd8	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Artedius	lateralis	0.999980621691244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177c957042685d9754bc317807aff7c6	 p__Chordata	 Actinopteri	 Syngnathiformes	 Syngnathidae	 Syngnathus	leptorhynchus	0.999999997234582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965dcaaaf38fcc226ca55d6c2aef385a	 p__Chordata	 Actinopteri	 Perciformes	 Gasterosteidae			0.99952726526396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02638842e2056a7e35d027cb13c027dc	 p__Chordata	 Actinopteri	 Uranoscopiformes	 Ammodytidae	 Ammodytes		0.999999721940553	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b3c407a697c06268918a55ce5616e71	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Hemilepidotus	papilio	0.925658261721704	0	0	0	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bfd2045b173e979d1abf4cbeab871de	 p__Chordata	 Aves	 Anseriformes	 Anatidae	 Anas	zonorhyncha	0.999523956713966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eb3b6c204aa3ad6a31c1c8eef9c293f	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Anoplarchus		0.999599181194827	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f66bc1395ee9969902d2532867fb0e4	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Sardinops	melanostictus	0.999997879258306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
0953f26aa448e10b6e53f2ad5a6276db	 p__Chordata	 Actinopteri	 Perciformes	 Zoarcidae			0.999378894679478	0	0	30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0a7229ac116e055f5a3dbff1dd9eaa4	 p__Chordata	 Actinopteri	 Centrarchiformes	 Centrarchidae	 Lepomis	gibbosus	0.994382926638366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c244d50da0695980da41af60320b08c	 p__Chordata						0.999999999999989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
2e7f3d091b60ed03b123c5caf962cdd9	 p__Chordata	 Actinopteri	 Perciformes	 Liparidae	 Liparis		0.999989133244369	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5874ea91365e88560bff6a22bd46f62	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae	 Lepidopsetta	polyxystra	0.975944808295699	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe90b55dde51813c87920dd297858e4a	 p__Chordata						1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3ddd6ad72b2d9f211c45a4798670665	 p__Chordata	 Actinopteri	 Perciformes	 Agonidae	 Bathyagonus		0.933396400228172	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
